21_21kbar xd,21_21kbar yd,21_21kbar xf,21_21kbar yf,22_06kbar xd,22_06kbar yd,22_06kbar xf,22_06kbar yf,25_2kbar xd,25_2kbar yd,25_2kbar xf,25_2kbar yf,24_92kbar xd,24_92kbar yd,24_92kbar xf,24_92kbar yf,26_43kbar xd,26_43kbar yd,26_43kbar xf,26_43kbar yf,24_0kbar xd,24_0kbar yd,24_0kbar xf,24_0kbar yf,23_14kbar xd,23_14kbar yd,23_14kbar xf,23_14kbar yf,26_8kbar xd,26_8kbar yd,26_8kbar xf,26_8kbar yf,20_0kbar xd,20_0kbar yd,20_0kbar xf,20_0kbar yf,27_8kbar xd,27_8kbar yd,27_8kbar xf,27_8kbar yf,23_9kbar xd,23_9kbar yd,23_9kbar xf,23_9kbar yf,x15nv04_1,y15nv04_1,x15nv04_2,y15nv04_2,x15nv04_3,y15nv04_3,x15nv04_4,y15nv04_4,x15nv04_5,y15nv04_5,x15nv04_6,y15nv04_6,x15nv04_7,y15nv04_7,x15nv04_8,y15nv04_8,x16mr05,y16mr05
0.00033,0.008029442,3.22107E-05,0.290763694,0.00033,0.023932374,3.22107E-05,0.457895962,0.00053,0.895125819,3.22107E-05,0.973574021,0.0119,0.328050556,3.22107E-05,0.961835423,0.0119,0.813100274,3.22107E-05,0.990371142,0.00119,0.559907217,3.22107E-05,0.924820751,0.00036,0.416420936,3.22107E-05,0.812103338,0.0714,0.730715849,3.22107E-05,0.994385203,0.00028,0.00781311,3.22107E-05,2.21E-06,0.01242,0.953195929,3.22107E-05,0.997481705,0.001835,0.921202705,3.22107E-05,0.991168539,4.25E-02,9.53E-01,0.04245,0.951489122,0.04245,0.948438359,0.04245,0.952123729,0.04245,0.954889793,0.04245,0.953218146,0.04245,0.956222853,0.04245,0.959892679,1.84E-03,1.02E-01
0.00034,0.016587079,3.5156E-05,0.269498299,0.00034,0.023932374,3.5156E-05,0.437777586,0.00055,0.892861657,3.5156E-05,0.972371031,0.0123,0.319890806,3.5156E-05,0.960098874,0.0123,0.812409851,3.5156E-05,0.989932639,0.00123,0.550271243,3.5156E-05,0.921408718,0.00037,0.410681856,3.5156E-05,0.803727058,0.0768,0.707727543,3.5156E-05,0.994129492,0.00029,-0.004855461,3.5156E-05,7.60E-07,0.01351,0.947456352,3.5156E-05,0.997367015,0.00199,0.913528997,3.5156E-05,0.990766346,4.57E-02,9.49E-01,0.0457,0.951200702,0.0457,0.952844203,0.0457,0.95805778,0.0457,0.95332189,0.0457,0.952250876,0.0457,0.953199745,0.0457,0.957219515,1.99E-03,1.01E-01
0.00035,0.016002272,3.83707E-05,0.248444549,0.00035,0.023932374,3.83707E-05,0.417306571,0.00057,0.891380825,3.83707E-05,0.971113328,0.0128,0.310375476,3.83707E-05,0.95828346,0.0128,0.806549429,3.83707E-05,0.989474169,0.00128,0.541204286,3.83707E-05,0.917842962,0.00038,0.406628545,3.83707E-05,0.794994506,0.0827,0.69995955,3.83707E-05,0.993862136,0.000295,-0.011241273,3.83707E-05,2.38E-07,0.01469,0.936481424,3.83707E-05,0.9972471,0.00216,0.917649839,3.83707E-05,0.990345839,4.92E-02,9.46E-01,0.04915,0.94364537,0.04915,0.947793602,0.04915,0.952642328,0.04915,0.951914904,0.04915,0.950627688,0.04915,0.954404355,0.04915,0.958077689,2.16E-03,9.90E-02
0.00036,0.011141763,4.18794E-05,0.227703988,0.00036,0.023932374,4.18794E-05,0.39652839,0.000595,0.890619254,4.18794E-05,0.96979843,0.0133,0.300628961,4.18794E-05,0.956385623,0.0133,0.801786813,4.18794E-05,0.988994824,0.00133,0.531297796,4.18794E-05,0.914116717,0.00039,0.393533384,4.18794E-05,0.785892929,0.089,0.699659859,4.18794E-05,0.993582605,0.000305,0.023981973,4.18794E-05,6.71E-08,0.01597,0.934915109,4.18794E-05,0.997121725,0.002345,0.91401238,4.18794E-05,0.989906184,5.29E-02,9.51E-01,0.0529,0.943256631,0.0529,0.947818886,0.0529,0.951224213,0.0529,0.951395021,0.0529,0.950191794,0.0529,0.952620606,0.0529,0.956144331,2.35E-03,9.70E-02
0.00037,0.01845123,4.57088E-05,0.20738281,0.00037,0.023932374,4.57088E-05,0.37549551,0.000615,0.892224597,4.57088E-05,0.968423747,0.0138,0.29297725,4.57088E-05,0.954401643,0.0138,0.798151454,4.57088E-05,0.988493652,0.00138,0.526829614,4.57088E-05,0.910222943,0.000395,0.390594095,4.57088E-05,0.77640946,0.0959,0.666595937,4.57088E-05,0.993290344,0.000315,-0.002449676,4.57088E-05,1.69E-08,0.01737,0.934518167,4.57088E-05,0.99699064,0.002545,0.913275221,4.57088E-05,0.98944651,5.70E-02,9.45E-01,0.05695,0.935757728,0.05695,0.933488834,0.05695,0.941306593,0.05695,0.938550598,0.05695,0.936554524,0.05695,0.939972201,0.05695,0.943577502,2.55E-03,1.05E-01
0.00038,0.010625537,4.98884E-05,0.187590399,0.00038,0.023932374,4.98884E-05,0.354267687,0.00064,0.887402524,4.98884E-05,0.966986568,0.0143,0.28313616,4.98884E-05,0.952327639,0.0143,0.79411362,4.98884E-05,0.987969661,0.00143,0.51141019,4.98884E-05,0.906154314,0.000405,0.389224654,4.98884E-05,0.766531178,0.1032,0.657342475,4.98884E-05,0.992984774,0.00032,-0.002485212,4.98884E-05,3.78E-09,0.01889,0.935923558,4.98884E-05,0.996853585,0.002765,0.902048645,4.98884E-05,0.988965905,6.13E-02,9.47E-01,0.06125,0.939839488,0.06125,0.938615288,0.06125,0.943656348,0.06125,0.942755052,0.06125,0.940627024,0.06125,0.943232756,0.06125,0.94676853,2.77E-03,9.65E-02
0.00039,0.016954922,5.44503E-05,0.168437502,0.00039,0.007807703,5.44503E-05,0.332912158,0.000665,0.89159479,5.44503E-05,0.965484063,0.0148,0.276045435,5.44503E-05,0.950159559,0.0148,0.790283567,5.44503E-05,0.987421812,0.00148,0.509917687,5.44503E-05,0.901903216,0.00042,0.376455644,5.44503E-05,0.756245173,0.1111,0.65839539,5.44503E-05,0.992665288,0.00033,0.005396665,5.44503E-05,7.39E-10,0.02054,0.936942735,5.44503E-05,0.996710288,0.003,0.903680064,5.44503E-05,0.988463417,6.60E-02,9.54E-01,0.06595,0.952467239,0.06595,0.950562267,0.06595,0.95299112,0.06595,0.948927637,0.06595,0.947422826,0.06595,0.950553078,0.06595,0.953673381,3.00E-03,8.02E-02
0.0004,0.010977169,5.94292E-05,0.150034055,0.0004,0.007807703,5.94292E-05,0.311503709,0.00069,0.885038028,5.94292E-05,0.963913274,0.0154,0.265724597,5.94292E-05,0.94789317,0.0154,0.786348806,5.94292E-05,0.98684902,0.00154,0.498052286,5.94292E-05,0.897461735,0.00043,0.375836743,5.94292E-05,0.745538621,0.1196,0.651406593,5.94292E-05,0.992331254,0.00034,0.017884002,5.94292E-05,1.25E-10,0.02233,0.916194435,5.94292E-05,0.996560465,0.003255,0.906586405,5.94292E-05,0.987938049,7.10E-02,9.34E-01,0.07095,0.922578218,0.07095,0.927388922,0.07095,0.933601046,0.07095,0.932439904,0.07095,0.930381428,0.07095,0.935414374,0.07095,0.939183057,3.26E-03,8.13E-02
0.00041,0.013221632,6.48634E-05,0.132486672,0.00041,0.007807703,6.48634E-05,0.290124565,0.000715,0.873784913,6.48634E-05,0.962271114,0.016,0.258515046,6.48634E-05,0.945524058,0.016,0.783148643,6.48634E-05,0.986250149,0.0016,0.490543129,6.48634E-05,0.892821654,0.00044,0.36539205,6.48634E-05,0.734398878,0.1288,0.632430152,6.48634E-05,0.991982008,0.00035,0.00263552,6.48634E-05,1.80E-11,0.02428,0.925871253,6.48634E-05,0.996403818,0.003535,0.89485832,6.48634E-05,0.987388761,7.64E-02,9.41E-01,0.07635,0.937808013,0.07635,0.935265078,0.07635,0.940838477,0.07635,0.938884809,0.07635,0.936811909,0.07635,0.940331268,0.07635,0.94442088,3.54E-03,7.23E-02
0.00042,0.011603125,7.07946E-05,0.115895848,0.00042,0.023932374,7.07946E-05,0.268864086,0.000745,0.876510853,7.07946E-05,0.960554354,0.0166,0.251486158,7.07946E-05,0.943047612,0.0166,0.778795046,7.07946E-05,0.985624013,0.00166,0.48697045,7.07946E-05,0.887974443,0.00045,0.363252421,7.07946E-05,0.722813579,0.1387,0.615975112,7.07946E-05,0.991616858,0.00036,0.008399453,7.07946E-05,2.18E-12,0.02641,0.929636845,7.07946E-05,0.996240038,0.003835,0.89916043,7.07946E-05,0.986814464,8.22E-02,9.44E-01,0.0822,0.931600727,0.0822,0.929911061,0.0822,0.935390899,0.0822,0.934036689,0.0822,0.932511084,0.0822,0.937227081,0.0822,0.941604687,3.84E-03,8.46E-02
0.00043,0.004021829,7.72681E-05,0.100352947,0.00043,0.007807703,7.72681E-05,0.247818216,0.000775,0.873775242,7.72681E-05,0.958759623,0.0172,0.242767848,7.72681E-05,0.940459025,0.0172,0.774506892,7.72681E-05,0.984969372,0.00172,0.470217101,7.72681E-05,0.882911257,0.00046,0.354853049,7.72681E-05,0.710770763,0.1493,0.608893411,7.72681E-05,0.99123508,0.00037,-0.008355753,7.72681E-05,2.18E-13,0.02872,0.92742684,7.72681E-05,0.996068799,0.004165,0.885909688,7.72681E-05,0.98621402,8.85E-02,9.35E-01,0.08845,0.929932911,0.08845,0.92118155,0.08845,0.927676174,0.08845,0.927076027,0.08845,0.925349961,0.08845,0.929987838,0.08845,0.934916846,4.17E-03,6.85E-02
0.000445,0.017159417,8.43335E-05,0.085937095,0.000445,0.007807703,8.43335E-05,0.227088655,0.000805,0.878668637,8.43335E-05,0.956883402,0.0179,0.234214438,8.43335E-05,0.937753279,0.0179,0.770838812,8.43335E-05,0.984284929,0.00179,0.459387124,8.43335E-05,0.877622929,0.000475,0.347495002,8.43335E-05,0.698259003,0.1607,0.588441491,8.43335E-05,0.990835917,0.00038,0.010535165,8.43335E-05,1.78E-14,0.03123,0.927609219,8.43335E-05,0.995889761,0.00452,0.882809993,8.43335E-05,0.985586239,9.52E-02,9.34E-01,0.09515,0.928653834,0.09515,0.920397727,0.09515,0.928263613,0.09515,0.92605689,0.09515,0.923652048,0.09515,0.929009092,0.09515,0.933797274,4.52E-03,9.03E-02
0.000455,0.01458452,9.2045E-05,0.072712113,0.000455,0.007807703,9.2045E-05,0.206781715,0.000835,0.8834073,9.2045E-05,0.954922014,0.0185,0.225724886,9.2045E-05,0.934925143,0.0185,0.767651737,9.2045E-05,0.983569328,0.00185,0.457558808,9.2045E-05,0.872099969,0.000485,0.344891688,9.2045E-05,0.685267569,0.173,0.563892793,9.2045E-05,0.990418579,0.00039,0.004330586,9.2045E-05,1.16E-15,0.03396,0.915303996,9.2045E-05,0.995702569,0.004905,0.883674041,9.2045E-05,0.984929878,1.02E-01,9.24E-01,0.1024,0.916101323,0.1024,0.912831307,0.1024,0.920879323,0.1024,0.922471345,0.1024,0.920463792,0.1024,0.925059362,0.1024,0.930157431,4.91E-03,8.68E-02
0.00047,0.008950918,0.000100462,0.060723673,0.00047,0.007807703,0.000100462,0.187006849,0.000865,0.87239837,0.000100462,0.95287162,0.0192,0.218552518,0.000100462,0.93196916,0.0192,0.760847299,0.000100462,0.982821152,0.00192,0.449294071,0.000100462,0.866332558,0.0005,0.331336772,0.000100462,0.671786597,0.1863,0.554975984,0.000100462,0.989982236,0.0004,0.010815899,0.000100462,5.89E-17,0.03693,0.932780201,0.000100462,0.995506853,0.005325,0.8725381,0.000100462,0.984243637,1.10E-01,9.07E-01,0.1102,0.898457584,0.1102,0.903583461,0.1102,0.913348172,0.1102,0.912655449,0.1102,0.910355192,0.1102,0.916157989,0.1102,0.922088619,5.33E-03,1.05E-01
0.00048,0.015219204,0.000109648,0.049996885,0.00048,0.007807703,0.000109648,0.167874814,0.0009,0.859102311,0.000109648,0.950728211,0.02,0.210708423,0.000109648,0.928879641,0.02,0.757339554,0.000109648,0.982038921,0.002,0.437540608,0.000109648,0.860310555,0.00051,0.333942051,0.000109648,0.657807292,0.2006,0.546293932,0.000109648,0.989526025,0.00041,0.004007208,0.000109648,2.29E-18,0.04015,0.933423892,0.000109648,0.995302223,0.00578,0.879444437,0.000109648,0.983526156,1.19E-01,9.08E-01,0.1186,0.901987585,0.1186,0.903943767,0.1186,0.913963147,0.1186,0.913249602,0.1186,0.910587669,0.1186,0.917536341,0.1186,0.923513977,5.78E-03,7.60E-02
0.000495,0.005372247,0.000119674,0.040534516,0.000495,0.007807703,0.000119674,0.149495484,0.000935,0.858369752,0.000119674,0.948487604,0.0207,0.203000533,0.000119674,0.92565066,0.0207,0.751914328,0.000119674,0.981221085,0.00207,0.421794699,0.000119674,0.85402349,0.000525,0.328941723,0.000119674,0.643322147,0.2159,0.517069054,0.000119674,0.98904904,0.00042,0.006324153,0.000119674,6.64E-20,0.04366,0.933563359,0.000119674,0.995088275,0.006275,0.862640828,0.000119674,0.982776016,1.28E-01,9.12E-01,0.12765,0.903084833,0.12765,0.90505629,0.12765,0.913426192,0.12765,0.912605937,0.12765,0.909695123,0.12765,0.916499681,0.12765,0.920579416,6.28E-03,9.14E-02
0.000505,0.009826259,0.000130617,0.03231607,0.000505,0.007807703,0.000130617,0.131975332,0.00097,0.861675937,0.000130617,0.94614543,0.0215,0.19460394,0.000130617,0.922276039,0.0215,0.748943215,0.000130617,0.980366026,0.00215,0.415628795,0.000130617,0.847460574,0.000535,0.320062948,0.000130617,0.628325191,0.2325,0.505623851,0.000130617,0.988550337,0.00043,0.026576099,0.000130617,1.40E-21,0.04748,0.927888151,0.000130617,0.994864582,0.00681,0.863740525,0.000130617,0.98199173,1.37E-01,8.96E-01,0.13735,0.889598094,0.13735,0.889449364,0.13735,0.899800363,0.13735,0.895453908,0.13735,0.892749207,0.13735,0.900237447,0.13735,0.904841287,6.81E-03,8.12E-02
0.00052,0.013068261,0.000142561,0.025297886,0.00052,0.007807703,0.000142561,0.115414623,0.00101,0.862680485,0.000142561,0.943697131,0.0223,0.187682157,0.000142561,0.918749345,0.0223,0.740172215,0.000142561,0.979472053,0.00223,0.40745734,0.000142561,0.840610704,0.00055,0.310667441,0.000142561,0.612812266,0.2503,0.500440194,0.000142561,0.988028927,0.000445,0.027375658,0.000142561,2.08E-23,0.05163,0.926225283,0.000142561,0.994630703,0.00739,0.863033577,0.000142561,0.981171746,1.48E-01,8.95E-01,0.14785,0.887585429,0.14785,0.888962636,0.14785,0.899726933,0.14785,0.897686106,0.14785,0.894438817,0.14785,0.901523137,0.14785,0.907386218,7.39E-03,7.01E-02
0.000535,0.015188031,0.000155597,0.019414403,0.000535,0.007807703,0.000155597,0.099904401,0.00105,0.858700975,0.000155597,0.94113795,0.0232,0.17826221,0.000155597,0.915063879,0.0232,0.737628118,0.000155597,0.978537396,0.00232,0.408446123,0.000155597,0.833462471,0.000565,0.307635808,0.000155597,0.596781326,0.2695,0.479435843,0.000155597,0.987483777,0.000455,0.018747526,0.000155597,2.10E-25,0.05615,0.915432734,0.000155597,0.994386172,0.00802,0.852846276,0.000155597,0.980314442,1.59E-01,8.92E-01,0.1591,0.881265283,0.1591,0.881446785,0.1591,0.893356892,0.1591,0.891072033,0.1591,0.888016639,0.1591,0.89526264,0.1591,0.900713172,8.02E-03,9.09E-02
0.00055,0.00918534,0.000169824,0.014580614,0.00055,0.007807703,0.000169824,0.085523377,0.00109,0.856016136,0.000169824,0.938462926,0.024,0.1732287,0.000169824,0.91121267,0.024,0.732441759,0.000169824,0.977560208,0.0024,0.392858792,0.000169824,0.826004177,0.00058,0.30439198,0.000169824,0.58023277,0.2901,0.460440421,0.000169824,0.986913805,0.00047,0.016444795,0.000169824,1.41E-27,0.06106,0.908749078,0.000169824,0.994130506,0.00871,0.851891594,0.000169824,0.979418121,1.71E-01,8.95E-01,0.1712,0.882970719,0.1712,0.877818444,0.1712,0.888092889,0.1712,0.884651884,0.1712,0.882246226,0.1712,0.890374703,0.1712,0.896816864,8.71E-03,8.09E-02
0.000565,0.003759975,0.000185353,0.010695657,0.000565,0.007807703,0.000185353,0.072334868,0.00113,0.849102765,0.000185353,0.935666882,0.0249,0.1663732,0.000185353,0.907188465,0.0249,0.730188883,0.000185353,0.976538556,0.00249,0.381851581,0.000185353,0.818223849,0.000595,0.300073426,0.000185353,0.5631698,0.3123,0.442892508,0.000185353,0.986317884,0.00048,0.007706502,0.000185353,5.98E-30,0.0664,0.899919785,0.000185353,0.993863196,0.00945,0.842979216,0.000185353,0.97848101,1.84E-01,8.88E-01,0.18425,0.874800928,0.18425,0.871617393,0.18425,0.882347002,0.18425,0.878347266,0.18425,0.874483154,0.18425,0.881988765,0.18425,0.889423741,9.45E-03,9.31E-02
0.00058,0.015671837,0.000202302,0.007647339,0.00058,0.007807703,0.000202302,0.060383963,0.001175,0.853198324,0.000202302,0.932744422,0.0259,0.156513115,0.000202302,0.902983723,0.0259,0.722093582,0.000202302,0.975470421,0.00259,0.367299674,0.000202302,0.810109261,0.00061,0.294737123,0.000202302,0.545598811,0.3363,0.422735284,0.000202302,0.985694832,0.000495,0.006132259,0.000202302,1.55E-32,0.0722,0.91138821,0.000202302,0.993583713,0.01026,0.841281332,0.000202302,0.977501256,1.98E-01,8.83E-01,0.19825,0.871628315,0.19825,0.866680573,0.19825,0.874636866,0.19825,0.873395994,0.19825,0.869156939,0.19825,0.877425146,0.19825,0.884999704,1.03E-02,8.85E-02
0.000595,0.006001944,0.0002208,0.005317314,0.000595,0.007807703,0.0002208,0.049695123,0.00122,0.848958913,0.0002208,0.929689916,0.0268,0.150231534,0.0002208,0.898590605,0.0268,0.718489308,0.0002208,0.974353693,0.00268,0.363773636,0.0002208,0.801647967,0.000625,0.28190917,0.0002208,0.527529803,0.362,0.407121377,0.0002208,0.985043415,0.000505,0.003847297,0.0002208,2.33E-35,0.07851,0.910465586,0.0002208,0.993291503,0.011135,0.835414268,0.0002208,0.976476921,2.13E-01,8.81E-01,0.21335,0.869063891,0.21335,0.86233162,0.21335,0.869877693,0.21335,0.862598097,0.21335,0.858193155,0.21335,0.867104882,0.21335,0.875022194,1.11E-02,1.01E-01
0.00061,0.005479483,0.000240991,0.003586492,0.00061,0.007807703,0.000240991,0.04027043,0.001265,0.836615421,0.000240991,0.926497501,0.0279,0.145268349,0.000240991,0.894000971,0.0279,0.714621626,0.000240991,0.973186166,0.00279,0.350947436,0.000240991,0.79282733,0.00064,0.279775435,0.000240991,0.508976817,0.3898,0.388745317,0.000240991,0.984362342,0.00052,0.013473989,0.000240991,1.95E-38,0.08538,0.900531292,0.000240991,0.992985985,0.01209,0.826399171,0.000240991,0.975405983,2.30E-01,8.70E-01,0.2296,0.858937864,0.2296,0.848159596,0.2296,0.858073843,0.2296,0.853289707,0.2296,0.848715564,0.2296,0.859101176,0.2296,0.867224644,1.21E-02,6.62E-02
0.00063,0.000170081,0.000263027,0.002340239,0.00063,0.007807703,0.000263027,0.032088685,0.001315,0.835680986,0.000263027,0.923161063,0.0289,0.13873093,0.000263027,0.889206369,0.0289,0.709641412,0.000263027,0.971965535,0.00289,0.350341106,0.000263027,0.783634563,0.000655,0.266468079,0.000263027,0.489958397,0.4196,0.376027426,0.000263027,0.983650266,0.000535,0.002688824,0.000263027,8.55E-42,0.09284,0.880255031,0.000263027,0.992666555,0.01312,0.820628784,0.000263027,0.974286323,2.47E-01,8.62E-01,0.2471,0.851432692,0.2471,0.852407411,0.2471,0.861098235,0.2471,0.850257053,0.2471,0.845481643,0.2471,0.856188104,0.2471,0.865089073,1.31E-02,9.27E-02
0.000645,0.012148031,0.000287078,0.001472893,0.000645,0.007807703,0.000287078,0.025105546,0.001365,0.828930809,0.000287078,0.919674238,0.03,0.132112677,0.000287078,0.884198034,0.03,0.704533585,0.000287078,0.970689391,0.003,0.331890035,0.000287078,0.774056781,0.00067,0.269417192,0.000287078,0.470498054,0.4518,0.350200046,0.000287078,0.982905774,0.00055,0.023893133,0.000287078,1.86E-45,0.10096,0.885619121,0.000287078,0.992332578,0.014245,0.816961114,0.000287078,0.973115731,2.66E-01,8.45E-01,0.2659,0.830196251,0.2659,0.822748564,0.2659,0.83505817,0.2659,0.834363473,0.2659,0.828714236,0.2659,0.840452887,0.2659,0.848739371,1.42E-02,6.46E-02
0.000665,0.007721452,0.000313329,0.000891236,0.000665,0.007807703,0.000313329,0.019254829,0.00142,0.825380438,0.000313329,0.916030395,0.0311,0.125745008,0.000313329,0.878966879,0.0311,0.69736103,0.000313329,0.969355217,0.00311,0.323597314,0.000313329,0.764081061,0.00069,0.261611179,0.000313329,0.45062474,0.4864,0.340827706,0.000313329,0.982127395,0.000565,0.025517127,0.000313329,1.87E-49,0.10979,0.888912672,0.000313329,0.991983392,0.01546,0.792296485,0.000313329,0.971891897,2.86E-01,8.56E-01,0.2862,0.83933789,0.2862,0.836022984,0.2862,0.845921201,0.2862,0.833191672,0.2862,0.828315704,0.2862,0.839618926,0.2862,0.848655527,1.55E-02,8.92E-02
0.00068,0.005847325,0.000341979,0.000516636,0.00068,0.007807703,0.000341979,0.014450996,0.001475,0.814655587,0.000341979,0.912222635,0.0323,0.121091416,0.000341979,0.873503495,0.0323,0.69058277,0.000341979,0.967960383,0.00323,0.302711597,0.000341979,0.753694504,0.000705,0.257842759,0.000341979,0.430373317,0.5237,0.318895312,0.000341979,0.981313586,0.00058,0.013946617,0.000341979,8.16E-54,0.11938,0.874097055,0.000341979,0.991618305,0.01678,0.796930921,0.000341979,0.970612404,3.08E-01,8.31E-01,0.30795,0.814107468,0.30795,0.810327499,0.30795,0.822772436,0.30795,0.816588409,0.30795,0.810917288,0.30795,0.825366306,0.30795,0.834964193,1.68E-02,7.06E-02
0.0007,0.009101796,0.00037325,0.000285802,0.0007,0.007807703,0.00037325,0.010592773,0.00153,0.819354358,0.00037325,0.908243777,0.0335,0.115780242,0.00037325,0.867798147,0.0335,0.686265167,0.00037325,0.966502141,0.00335,0.304232084,0.00037325,0.742884323,0.000725,0.244543262,0.00037325,0.409785001,0.5638,0.306896679,0.00037325,0.980462737,0.000595,0.013729848,0.00037325,1.43E-58,0.12982,0.86451679,0.00037325,0.991236594,0.018215,0.78766809,0.00037325,0.96927473,3.31E-01,8.22E-01,0.3314,0.808414321,0.3314,0.800396968,0.3314,0.811014479,0.3314,0.80525825,0.3314,0.798596005,0.3314,0.813007471,0.3314,0.82212117,1.82E-02,7.91E-02
0.00072,0.005933363,0.00040738,0.000150244,0.00072,0.007807703,0.00040738,0.007567707,0.00159,0.827127216,0.00040738,0.904086356,0.0348,0.109146631,0.00040738,0.861840772,0.0348,0.678721224,0.00040738,0.964977619,0.00348,0.296564349,0.00040738,0.731637928,0.000745,0.237593887,0.00040738,0.388907769,0.607,0.288437704,0.00040738,0.979573165,0.00061,-0.000612467,0.00040738,9.19E-64,0.14117,0.847662819,0.00040738,0.9908375,0.019775,0.775553298,0.00040738,0.967876237,3.57E-01,8.21E-01,0.35665,0.80450812,0.35665,0.792577703,0.35665,0.801991785,0.35665,0.792933711,0.35665,0.786092061,0.35665,0.80116407,0.35665,0.81257768,1.98E-02,7.59E-02
0.00074,0.005963289,0.000444631,7.47096E-05,0.00074,0.007807703,0.000444631,0.005257351,0.00165,0.822430862,0.000444631,0.899742611,0.0361,0.105778698,0.000444631,0.855620984,0.0361,0.672955694,0.000444631,0.963383818,0.00361,0.285211996,0.000444631,0.719943044,0.00076,0.237014282,0.000444631,0.367796708,0.6535,0.269604116,0.000444631,0.97864311,0.00063,0.006533815,0.000444631,1.99E-69,0.15352,0.857296725,0.000444631,0.990420233,0.02146,0.76534787,0.000444631,0.96641417,3.84E-01,8.02E-01,0.3838,0.790845821,0.3838,0.778721737,0.3838,0.792312811,0.3838,0.783315866,0.3838,0.776323874,0.3838,0.792592807,0.3838,0.803907159,2.15E-02,8.55E-02
0.00076,0.005573002,0.000485289,3.49634E-05,0.00076,0.007807703,0.000485289,0.003542675,0.001715,0.813666754,0.000485289,0.895204478,0.0375,0.100887859,0.000485289,0.849128073,0.0375,0.668373047,0.000485289,0.961717603,0.00375,0.270025776,0.000485289,0.707787823,0.00078,0.222577186,0.000485289,0.346514278,0.7036,0.260896091,0.000485289,0.977670732,0.000645,0.014952285,0.000485289,1.32E-75,0.16,0.860643917,0.000485289,0.989983966,0.023295,0.754858454,0.000485289,0.96488565,4.13E-01,7.88E-01,0.41305,0.770004389,0.41305,0.766958072,0.41305,0.78044471,0.41305,0.772427196,0.41305,0.764563026,0.41305,0.781490705,0.41305,0.790689301,2.33E-02,9.89E-02
0.00078,0.009372379,0.000529663,1.53151E-05,0.00078,0.007807703,0.000529663,0.002309252,0.00178,0.807327583,0.000529663,0.890463589,0.0389,0.096456964,0.000529663,0.842351013,0.0389,0.661663502,0.000529663,0.959975702,0.00389,0.261014787,0.000529663,0.695160993,0.0008,0.220315741,0.000529663,0.32513046,0.7575,0.244797684,0.000529663,0.976654109,0.000665,-0.013572433,0.000529663,2.38E-82,0.2,0.837792893,0.000529663,0.989527833,0.02529,0.74503369,0.000529663,0.963287669,4.45E-01,7.95E-01,0.4445,0.776117625,0.4445,0.762008609,0.4445,0.773152206,0.4445,0.760271825,0.4445,0.751789243,0.4445,0.771685875,0.4445,0.783306043,2.53E-02,8.28E-02
0.0008,0.009674134,0.000578096,6.24E-06,0.0008,-0.008316968,0.000578096,0.001451749,0.00185,0.805734329,0.000578096,0.885511259,0.0404,0.090285317,0.000578096,0.83527847,0.0404,0.656835443,0.000578096,0.958154696,0.00404,0.257796577,0.000578096,0.682052016,0.00082,0.219264591,0.000578096,0.303722769,0.8155,0.234842944,0.000578096,0.975591231,0.00068,0.021629493,0.000578096,1.04E-89,0.24,0.815864493,0.000578096,0.989050931,0.02745,0.738127352,0.000578096,0.961617087,4.78E-01,7.80E-01,0.47835,0.759922252,0.47835,0.749758216,0.47835,0.761307052,0.47835,0.750195988,0.47835,0.741938028,0.47835,0.75986564,0.47835,0.772593659,2.75E-02,6.85E-02
0.000825,0.00056785,0.000630957,2.35E-06,0.000825,-0.008316968,0.000630957,0.000877361,0.00192,0.796334369,0.000630957,0.880338484,0.0419,0.084603925,0.000630957,0.827898818,0.0419,0.647176054,0.000630957,0.956251013,0.00419,0.250268764,0.000630957,0.668451269,0.00084,0.212934117,0.000630957,0.28237607,0.878,0.207134503,0.000630957,0.974479999,0.0007,0.00966098,0.000630957,9.73E-98,0.28,0.79465488,0.000630957,0.988552314,0.029795,0.720713472,0.000630957,0.959870621,5.15E-01,7.67E-01,0.5148,0.747225531,0.5148,0.736079242,0.5148,0.750590881,0.5148,0.73990147,0.5148,0.730945185,0.5148,0.75126542,0.5148,0.763429935,2.98E-02,7.26E-02
0.000845,0.004859762,0.000688652,8.13E-07,0.000845,0.007807703,0.000688652,0.00050791,0.001995,0.795303226,0.000688652,0.87493594,0.0435,0.078968609,0.000688652,0.82020015,0.0435,0.640626845,0.000688652,0.954260924,0.00435,0.237433236,0.000688652,0.654350244,0.000865,0.202962933,0.000688652,0.261182195,0.9452,0.190780359,0.000688652,0.973318217,0.00072,-0.006770849,0.000688652,1.68E-106,0.32,0.77473265,0.000688652,0.988030994,0.03234,0.716205923,0.000688652,0.958044843,5.54E-01,7.56E-01,0.554,0.731143018,0.554,0.723828848,0.554,0.734422543,0.554,0.722947492,0.554,0.713646402,0.554,0.73572711,0.554,0.749033321,3.23E-02,7.01E-02
