21_21kbar xd,21_21kbar yd,21_21kbar xf,21_21kbar yf,22_06kbar xd,22_06kbar yd,22_06kbar xf,22_06kbar yf,25_2kbar xd,25_2kbar yd,25_2kbar xf,25_2kbar yf,24_92kbar xd,24_92kbar yd,24_92kbar xf,24_92kbar yf,26_43kbar xd,26_43kbar yd,26_43kbar xf,26_43kbar yf,24_0kbar xd,24_0kbar yd,24_0kbar xf,24_0kbar yf,23_14kbar xd,23_14kbar yd,23_14kbar xf,23_14kbar yf,26_8kbar xd,26_8kbar yd,26_8kbar xf,26_8kbar yf,20_0kbar xd,20_0kbar yd,20_0kbar xf,20_0kbar yf,27_8kbar xd,27_8kbar yd,27_8kbar xf,27_8kbar yf,23_9kbar xd,23_9kbar yd,23_9kbar xf,23_9kbar yf,x15nv04_1,y15nv04_1,x15nv04_2,y15nv04_2,x15nv04_3,y15nv04_3,x15nv04_4,y15nv04_4,x15nv04_5,y15nv04_5,x15nv04_6,y15nv04_6,x15nv04_7,y15nv04_7,x15nv04_8,y15nv04_8,x16mr05,y16mr05
0.000115,0.052640632,1.38E-06,0.830779819,0.000115,0.152929744,1.38E-06,0.880852208,0.000135,0.942790482,1.38E-06,0.994681282,0.0031,0.624364399,1.38E-06,0.992317023,0.0031,0.899594671,1.38E-06,0.998062352,0.00031,0.772047897,1.38E-06,0.984847886,0.000135,0.631450751,1.38E-06,0.961821554,0.005,0.905769422,1.38E-06,0.998870136,8.5E-05,0.010051876,1.38E-06,0.332258214,0.00061,0.992203592,1.38E-06,0.999493248,9.5E-05,0.96522079,1.38E-06,0.998222823,3.00E-03,9.85E-01,0.003,0.979196188,0.003,0.98393163,0.003,0.984680695,0.003,0.983103787,0.003,0.982746882,0.003,0.981768692,0.003,0.983704551,9.50E-05,4.35E-01
0.00012,0.046116727,1.51E-06,0.823205516,0.00012,0.152929744,1.51E-06,0.87547246,0.00014,0.942415741,1.51E-06,0.994439055,0.0033,0.612287855,1.51E-06,0.99196713,0.0033,0.896612106,1.51E-06,0.997974105,0.00033,0.765919305,1.51E-06,0.984157913,0.00014,0.613266848,1.51E-06,0.960084375,0.0054,0.89524427,1.51E-06,0.998818678,9E-05,0.003044184,1.51E-06,0.310849405,0.00066,0.980713711,1.51E-06,0.999470169,0.000105,0.962272152,1.51E-06,0.998141884,3.25E-03,9.81E-01,0.00325,0.978581729,0.00325,0.976004905,0.00325,0.979843503,0.00325,0.982596282,0.00325,0.982244566,0.00325,0.982382579,0.00325,0.984449289,1.05E-04,4.61E-01
0.000125,0.045280041,1.64E-06,0.815304749,0.000125,0.152929744,1.64E-06,0.869854245,0.000145,0.932574553,1.64E-06,0.994185796,0.0034,0.605070625,1.64E-06,0.991601302,0.0034,0.896955682,1.64E-06,0.99788184,0.00034,0.758764618,1.64E-06,0.98343653,0.000145,0.613035005,1.64E-06,0.958268302,0.0058,0.896472005,1.64E-06,0.998764877,9.5E-05,0.002443626,1.64E-06,0.289472529,0.00072,0.982526773,1.64E-06,0.999446039,0.000115,0.956247989,1.64E-06,0.99805726,3.50E-03,9.82E-01,0.0035,0.981127343,0.0035,0.977370274,0.0035,0.979173455,0.0035,0.980603395,0.0035,0.979762043,0.0035,0.980836277,0.0035,0.982323581,1.15E-04,4.25E-01
0.00013,0.044912199,1.79E-06,0.80706521,0.00013,0.136805073,1.79E-06,0.863987617,0.00015,0.934842342,1.79E-06,0.993921005,0.0035,0.5994151,1.79E-06,0.991218816,0.0035,0.895185448,1.79E-06,0.997785372,0.00035,0.759417588,1.79E-06,0.982682309,0.00015,0.607329327,1.79E-06,0.956369777,0.0062,0.898323097,1.79E-06,0.998708625,1E-04,0.031117595,1.79E-06,0.268217156,0.00078,0.979254678,1.79E-06,0.99942081,0.00012,0.959963997,1.79E-06,0.997968782,3.75E-03,9.70E-01,0.00375,0.966593517,0.00375,0.973394269,0.00375,0.976350995,0.00375,0.978239163,0.00375,0.978051676,0.00375,0.979591128,0.00375,0.981534455,1.20E-04,4.22E-01
0.000135,0.036984258,1.96E-06,0.798474377,0.000135,0.136805073,1.96E-06,0.857862304,0.000155,0.94215584,1.96E-06,0.993644154,0.0036,0.593578104,1.96E-06,0.990818913,0.0036,0.891301405,1.96E-06,0.997684511,0.00036,0.75301848,1.96E-06,0.981893758,0.000155,0.598087071,1.96E-06,0.954385078,0.0067,0.896654816,1.96E-06,0.998649812,0.000105,0.015090875,1.96E-06,0.247179421,0.00085,0.974791755,1.96E-06,0.999394431,0.000135,0.959335599,1.96E-06,0.997876274,4.05E-03,9.76E-01,0.00405,0.964518152,0.00405,0.970992231,0.00405,0.972362835,0.00405,0.976980715,0.00405,0.976702479,0.00405,0.97731511,0.00405,0.979571505,1.35E-04,4.10E-01
0.00014,0.0366426,2.14E-06,0.789519553,0.00014,0.120680401,2.14E-06,0.851467711,0.000165,0.948576003,2.14E-06,0.993354696,0.0038,0.582700727,2.14E-06,0.9904008,0.0038,0.890071076,2.14E-06,0.997579057,0.00038,0.756749738,2.14E-06,0.981069315,0.00016,0.586194346,2.14E-06,0.952310323,0.0072,0.903904344,2.14E-06,0.99858832,0.00011,0.014881213,2.14E-06,0.226461181,0.00092,0.98779431,2.14E-06,0.999366852,0.000145,0.968417162,2.14E-06,0.997779552,4.35E-03,9.72E-01,0.00435,0.966229858,0.00435,0.971554814,0.00435,0.973358728,0.00435,0.974715508,0.00435,0.974394314,0.00435,0.975983089,0.00435,0.978417408,1.45E-04,4.03E-01
0.000145,0.0355079,2.33E-06,0.780187911,0.000145,0.120680401,2.33E-06,0.844792924,0.00017,0.936593955,2.33E-06,0.993052057,0.0039,0.577663984,2.33E-06,0.989963647,0.0039,0.886699125,2.33E-06,0.9974688,0.00039,0.739819155,2.33E-06,0.980207349,0.000165,0.593841213,2.33E-06,0.950141457,0.0078,0.905061152,2.33E-06,0.998524028,0.000115,0.014021243,2.33E-06,0.206168871,0.001,0.977334334,2.33E-06,0.999338016,0.000155,0.960713241,2.33E-06,0.997678426,4.70E-03,9.72E-01,0.0047,0.97410496,0.0047,0.972003616,0.0047,0.97428119,0.0047,0.97703848,0.0047,0.976200163,0.0047,0.975056466,0.0047,0.97839768,1.55E-04,3.97E-01
0.00015,0.031146161,2.55E-06,0.770466544,0.00015,0.10455573,2.55E-06,0.837826717,0.000175,0.944424837,2.55E-06,0.992735635,0.0041,0.568068629,2.55E-06,0.98950659,0.0041,0.885921989,2.55E-06,0.997353521,0.00041,0.735462911,2.55E-06,0.979306154,0.00017,0.585041029,2.55E-06,0.947874248,0.0084,0.91031174,2.55E-06,0.998456807,0.00012,-0.006131202,2.55E-06,0.18641201,0.00109,0.97028592,2.55E-06,0.999307867,0.00017,0.959371853,2.55E-06,0.997572695,5.05E-03,9.75E-01,0.00505,0.968443163,0.00505,0.972395527,0.00505,0.974111384,0.00505,0.973754136,0.00505,0.973339865,0.00505,0.974361499,0.00505,0.977800904,1.70E-04,3.75E-01
0.000155,0.027758269,2.78E-06,0.760342529,0.000155,0.10455573,2.78E-06,0.830557565,0.000185,0.932805442,2.78E-06,0.992404804,0.0042,0.562381983,2.78E-06,0.98902872,0.0042,0.884382442,2.78E-06,0.997232992,0.00042,0.732282013,2.78E-06,0.978363948,0.000175,0.580270578,2.78E-06,0.945504278,0.009,0.916977869,2.78E-06,0.998386526,0.000125,-0.004102098,2.78E-06,0.167301364,0.00119,0.970693591,2.78E-06,0.999276345,0.000185,0.954864304,2.78E-06,0.997462148,5.45E-03,9.67E-01,0.00545,0.965678099,0.00545,0.96484175,0.00545,0.969421051,0.00545,0.968720344,0.00545,0.96780193,0.00545,0.969832629,0.00545,0.972242498,1.85E-04,3.65E-01
0.00016,0.028708425,3.03E-06,0.749802997,0.00016,0.10455573,3.03E-06,0.82297366,0.00019,0.922257082,3.03E-06,0.992058907,0.0044,0.553990644,3.03E-06,0.988529092,0.0044,0.881350795,3.03E-06,0.997106975,0.00044,0.731610387,3.03E-06,0.977378868,0.00018,0.571662941,3.03E-06,0.943026936,0.0097,0.909832234,3.03E-06,0.998313043,0.00013,0.010034108,3.03E-06,0.14894674,0.00129,0.965082752,3.03E-06,0.999243388,0.0002,0.955323519,3.03E-06,0.997346566,5.85E-03,9.61E-01,0.00585,0.959752963,0.00585,0.963394206,0.00585,0.966782166,0.00585,0.969859136,0.00585,0.968607296,0.00585,0.970469682,0.00585,0.973164789,2.00E-04,3.45E-01
0.000165,0.027007621,3.31E-06,0.738835222,0.000165,0.088431059,3.31E-06,0.815062926,0.0002,0.934723876,3.31E-06,0.991697259,0.0045,0.548482237,3.31E-06,0.988006715,0.0045,0.879526571,3.31E-06,0.996975218,0.00045,0.72857874,3.31E-06,0.976348965,0.000185,0.565866884,3.31E-06,0.940437413,0.0105,0.909833233,3.31E-06,0.998236214,0.000135,0.012944503,3.31E-06,0.131454467,0.00141,0.974190977,3.31E-06,0.999208929,0.000215,0.958036507,3.31E-06,0.997225721,6.30E-03,9.68E-01,0.0063,0.966794156,0.0063,0.965714069,0.0063,0.966451731,0.0063,0.970733861,0.0063,0.969587021,0.0063,0.971390514,0.0063,0.973712245,2.15E-04,3.49E-01
0.00017,0.027138548,3.61E-06,0.727426716,0.00017,0.072306388,3.61E-06,0.806813047,0.000205,0.922630614,3.61E-06,0.991319143,0.0047,0.538743806,3.61E-06,0.987460553,0.0047,0.877764518,3.61E-06,0.99683746,0.00047,0.72565903,3.61E-06,0.975272205,0.00019,0.554754171,3.61E-06,0.93773069,0.0113,0.901010327,3.61E-06,0.998155885,0.00014,0.022343765,3.61E-06,0.114924571,0.00153,0.972088254,3.61E-06,0.999172901,0.000235,0.95168606,3.61E-06,0.997099372,6.80E-03,9.66E-01,0.0068,0.959383033,0.0068,0.961175482,0.0068,0.962789417,0.0068,0.96872447,0.0068,0.967810232,0.0068,0.968732264,0.0068,0.971487897,2.35E-04,3.39E-01
0.000175,0.029493987,3.94E-06,0.715565344,0.000175,0.10455573,3.94E-06,0.798211496,0.000215,0.934117037,3.94E-06,0.990923808,0.0049,0.529798757,3.94E-06,0.986889524,0.0049,0.876118626,3.94E-06,0.996693429,0.00049,0.718868141,3.94E-06,0.974146459,0.000195,0.558080518,3.94E-06,0.934901532,0.0121,0.898093334,3.94E-06,0.998071898,0.000145,0.023829169,3.94E-06,0.099447767,0.00166,0.963130223,3.94E-06,0.999135233,0.000255,0.9578069,3.94E-06,0.996967269,7.30E-03,9.70E-01,0.0073,0.962210797,0.0073,0.963299389,0.0073,0.966832649,0.0073,0.96749903,0.0073,0.966257618,0.0073,0.968767012,0.0073,0.971704906,2.55E-04,3.40E-01
0.00018,0.020201911,4.31E-06,0.703239452,0.00018,0.088431059,4.31E-06,0.789245572,0.00022,0.937986542,4.31E-06,0.990510471,0.0051,0.521458747,4.31E-06,0.986292498,0.0051,0.871751941,4.31E-06,0.996542838,0.00051,0.70549158,4.31E-06,0.972969506,0.0002,0.55111739,4.31E-06,0.931944481,0.0131,0.872647561,4.31E-06,0.997984087,0.00015,0.025595306,4.31E-06,0.085102339,0.00181,0.963527166,4.31E-06,0.999095848,0.00028,0.945462501,4.31E-06,0.996829149,7.85E-03,9.59E-01,0.00785,0.955533262,0.00785,0.959835397,0.00785,0.963546662,0.00785,0.966248834,0.00785,0.965443948,0.00785,0.969456188,0.00785,0.972459508,2.80E-04,3.15E-01
0.000185,0.021791739,4.70E-06,0.690438015,0.000185,0.072306388,4.70E-06,0.779902444,0.00023,0.930013016,4.70E-06,0.990078313,0.0053,0.513659515,4.70E-06,0.98566829,0.0053,0.871907368,4.70E-06,0.996385389,0.00053,0.702413292,4.70E-06,0.971739021,0.000205,0.540590177,4.70E-06,0.928853849,0.0141,0.861973562,4.70E-06,0.997892276,0.000155,0.012304856,4.70E-06,0.071951087,0.00196,0.972174079,4.70E-06,0.99905467,0.0003,0.95706974,4.70E-06,0.996684739,8.45E-03,9.62E-01,0.00845,0.959307794,0.00845,0.954961789,0.00845,0.961903669,0.00845,0.966137431,0.00845,0.964908421,0.00845,0.968124167,0.00845,0.971241295,3.00E-04,2.96E-01
0.00019,0.02026301,5.13E-06,0.677150806,0.00019,0.072306388,5.13E-06,0.770169203,0.00024,0.930558204,5.13E-06,0.989626476,0.0055,0.505401552,5.13E-06,0.985015664,0.0055,0.869433622,5.13E-06,0.996220769,0.00055,0.695501137,5.13E-06,0.970452576,0.000215,0.536992692,5.13E-06,0.925623704,0.0151,0.85648422,5.13E-06,0.997796283,0.00016,0.01317904,5.13E-06,0.060038503,0.00214,0.961306433,5.13E-06,0.999011617,0.00033,0.956350708,5.13E-06,0.996533753,9.10E-03,9.72E-01,0.0091,0.966348987,0.0091,0.968097143,0.0091,0.969443998,0.0091,0.966339608,0.0091,0.965091081,0.0091,0.966149302,0.0091,0.96946083,3.30E-04,2.82E-01
0.000195,0.021090968,5.60E-06,0.663368583,0.000195,0.072306388,5.60E-06,0.760032928,0.00025,0.937640813,5.60E-06,0.989154066,0.0057,0.496281498,5.60E-06,0.984333329,0.0057,0.866572126,5.60E-06,0.996048652,0.00057,0.691424737,5.60E-06,0.969107635,0.00022,0.528390949,5.60E-06,0.922247867,0.0163,0.856210502,5.60E-06,0.997695919,0.000165,0.016203151,5.60E-06,0.049388388,0.00232,0.967174747,5.60E-06,0.998966603,0.000355,0.951631679,5.60E-06,0.99637589,9.80E-03,9.71E-01,0.0098,0.969847639,0.0098,0.973027642,0.0098,0.975341334,0.0098,0.973783019,0.0098,0.972385048,0.0098,0.971616378,0.0098,0.974629604,3.55E-04,2.71E-01
0.0002,0.023159614,6.11E-06,0.649083306,0.0002,0.072306388,6.11E-06,0.749480752,0.00026,0.92105791,6.11E-06,0.988660145,0.0059,0.48964142,6.11E-06,0.983619931,0.0059,0.862553925,6.11E-06,0.995868697,0.00059,0.685464052,6.11E-06,0.967701545,0.000225,0.533540599,6.11E-06,0.918719904,0.0175,0.860488093,6.11E-06,0.997590984,0.00017,0.014795927,6.11E-06,0.040002118,0.00253,0.957444288,6.11E-06,0.998919539,0.000385,0.943631687,6.11E-06,0.996210838,1.06E-02,9.71E-01,0.01055,0.96965327,0.01055,0.968052895,0.01055,0.970049795,0.01055,0.974781525,0.01055,0.973601402,0.01055,0.973597035,0.01055,0.976020438,3.85E-04,2.67E-01
0.000205,0.021461304,6.67E-06,0.634288367,0.000205,0.072306388,6.67E-06,0.738499956,0.00027,0.922379175,6.67E-06,0.988143735,0.0061,0.482736612,6.67E-06,0.982874059,0.0061,0.862169447,6.67E-06,0.995680546,0.00061,0.687264385,6.67E-06,0.966231537,0.00023,0.521478905,6.67E-06,0.915033114,0.0189,0.873030166,6.67E-06,0.99748127,0.000175,0.001288707,6.67E-06,0.031857778,0.00275,0.962722553,6.67E-06,0.998870331,0.00042,0.947257061,6.67E-06,0.996038269,1.14E-02,9.77E-01,0.01135,0.969076431,0.01135,0.974285552,0.01135,0.980453888,0.01135,0.978759046,0.01135,0.977163282,0.01135,0.9761105,0.01135,0.97813135,4.20E-04,2.33E-01
0.00021,0.019161977,7.28E-06,0.618978861,0.00021,0.056181717,7.28E-06,0.72707806,0.00028,0.922975135,7.28E-06,0.987603811,0.0063,0.475706915,7.28E-06,0.982094235,0.0063,0.859852764,7.28E-06,0.995483827,0.00063,0.675706813,7.28E-06,0.964694717,0.000235,0.521598755,7.28E-06,0.911180522,0.0203,0.873921248,7.28E-06,0.99736656,0.00018,0.005400218,7.28E-06,0.024910338,0.00299,0.964020662,7.28E-06,0.998818882,0.000455,0.939970059,7.28E-06,0.99585784,1.22E-02,9.76E-01,0.0122,0.973095492,0.0122,0.97745877,0.0122,0.978333601,0.0122,0.97968741,0.0122,0.979151791,0.0122,0.978693462,0.0122,0.980853834,4.55E-04,2.59E-01
0.000215,0.016848933,7.94E-06,0.603151873,0.000215,0.056181717,7.94E-06,0.71520294,0.00029,0.921668376,7.94E-06,0.987039305,0.0066,0.464208332,7.94E-06,0.981278917,0.0066,0.858589714,7.94E-06,0.995278149,0.00066,0.66872936,7.94E-06,0.963088061,0.00024,0.519482703,7.94E-06,0.907154874,0.0219,0.849123806,7.94E-06,0.997246625,0.000185,0.004675285,7.94E-06,0.019092975,0.00325,0.956189091,7.94E-06,0.99876509,0.000495,0.942918697,7.94E-06,0.995669195,1.31E-02,9.78E-01,0.0131,0.975741426,0.0131,0.975543461,0.0131,0.979636981,0.0131,0.978259793,0.0131,0.97673569,0.0131,0.978815081,0.0131,0.982052319,4.95E-04,2.10E-01
0.00022,0.016294052,8.67E-06,0.586806797,0.00022,0.056181717,8.67E-06,0.70286296,0.0003,0.927023548,8.67E-06,0.986449098,0.0068,0.457018181,8.67E-06,0.980426491,0.0068,0.855042703,8.67E-06,0.995063103,0.00068,0.668234968,8.67E-06,0.961408411,0.000245,0.500033491,8.67E-06,0.902948626,0.0236,0.834419962,8.67E-06,0.997121228,0.00019,0.006885621,8.67E-06,0.014319613,0.00353,0.959225166,8.67E-06,0.998708848,0.000535,0.941142263,8.67E-06,0.995471959,1.41E-02,9.72E-01,0.0141,0.962593266,0.0141,0.96906428,0.0141,0.972344478,0.0141,0.974356541,0.0141,0.973680278,0.0141,0.974986969,0.0141,0.976967389,5.35E-04,2.13E-01
0.000225,0.018087129,9.46E-06,0.569945689,0.000225,0.056181717,9.46E-06,0.690047116,0.00031,0.922602811,9.46E-06,0.98583202,0.0071,0.447968048,9.46E-06,0.979535269,0.0071,0.853850004,9.46E-06,0.994838265,0.00071,0.660175451,9.46E-06,0.959652467,0.000255,0.496534244,9.46E-06,0.898553937,0.0254,0.819027826,9.46E-06,0.99699012,0.000195,0.009227441,9.46E-06,0.010488565,0.00384,0.94257503,9.46E-06,0.998650045,0.00058,0.939764621,9.46E-06,0.99526574,1.52E-02,9.69E-01,0.0152,0.960643301,0.0152,0.962951725,0.0152,0.968328782,0.0152,0.969751859,0.0152,0.968785806,0.0152,0.970608676,0.0152,0.973061216,5.80E-04,2.06E-01
0.000235,0.016170607,1.03276E-05,0.552573638,0.000235,0.040057045,1.03276E-05,0.676745208,0.000325,0.921975422,1.03276E-05,0.985186848,0.0073,0.441817014,1.03276E-05,0.978603489,0.0073,0.851837631,1.03276E-05,0.994603187,0.00073,0.650744696,1.03276E-05,0.957816784,0.00026,0.491465149,1.03276E-05,0.893962663,0.0273,0.82622341,1.03276E-05,0.996853041,0.0002,0.020577628,1.03276E-05,0.007487115,0.00418,0.96020143,1.03276E-05,0.998588564,0.00063,0.944846187,1.03276E-05,0.99505013,1.64E-02,9.69E-01,0.01635,0.964085523,0.01635,0.963375243,0.01635,0.966281925,0.01635,0.969751859,0.01635,0.968569934,0.01635,0.970979325,0.01635,0.97408708,6.30E-04,1.95E-01
0.00024,0.014245357,1.1272E-05,0.534699175,0.00024,0.056181717,1.1272E-05,0.662948027,0.000335,0.910354818,1.1272E-05,0.984512305,0.0076,0.433488725,1.1272E-05,0.977629308,0.0076,0.849383518,1.1272E-05,0.994357403,0.00076,0.641724379,1.1272E-05,0.955897761,0.000265,0.490394352,1.1272E-05,0.889166352,0.0294,0.844139943,1.1272E-05,0.996709719,0.000205,0.015176162,1.1272E-05,0.005196717,0.00454,0.958474193,1.1272E-05,0.998524283,0.000685,0.939849213,1.1272E-05,0.9948247,1.76E-02,9.71E-01,0.0176,0.965659289,0.0176,0.959784828,0.0176,0.965841346,0.0176,0.965728951,0.0176,0.964804636,0.0176,0.966114554,0.0176,0.968232753,6.85E-04,1.93E-01
0.000245,0.011427309,1.23027E-05,0.516334697,0.000245,0.040057045,1.23027E-05,0.648647571,0.00035,0.914661924,1.23027E-05,0.983807055,0.0079,0.425016957,1.23027E-05,0.976610801,0.0079,0.844321501,1.23027E-05,0.994100427,0.00079,0.640838206,1.23027E-05,0.953891642,0.000275,0.481963544,1.23027E-05,0.884156235,0.0317,0.824764913,1.23027E-05,0.996559871,0.00021,0.031146023,1.23027E-05,0.00349841,0.00494,0.951618886,1.23027E-05,0.998457074,0.000745,0.945595431,1.23027E-05,0.994589005,1.90E-02,9.60E-01,0.01895,0.95212866,0.01895,0.953950404,0.01895,0.958888455,0.01895,0.960282553,0.01895,0.959557297,0.01895,0.962008455,0.01895,0.96493322,7.45E-04,1.92E-01
0.00025,0.022756858,1.34276E-05,0.497496921,0.00025,0.056181717,1.34276E-05,0.633837282,0.00036,0.913772216,1.34276E-05,0.983069701,0.0082,0.414145643,1.34276E-05,0.975545953,0.0082,0.844036824,1.34276E-05,0.993831747,0.00082,0.627900068,1.34276E-05,0.951794502,0.00028,0.478806166,1.34276E-05,0.878923222,0.0341,0.800656761,1.34276E-05,0.996403197,0.000215,0.010886971,1.34276E-05,0.00227798,0.00537,0.941641678,1.34276E-05,0.998386804,0.000805,0.947317484,1.34276E-05,0.994342575,2.04E-02,9.66E-01,0.0204,0.960342341,0.0204,0.956662179,0.0204,0.95914546,0.0204,0.959193273,0.0204,0.957809568,0.0204,0.957618579,0.0204,0.960681805,8.05E-04,1.70E-01
0.00026,0.015290279,1.46555E-05,0.478207346,0.00026,0.040057045,1.46555E-05,0.618512307,0.000375,0.911546737,1.46555E-05,0.982298782,0.0085,0.406068343,1.46555E-05,0.974432661,0.0085,0.838734303,1.46555E-05,0.993550832,0.00085,0.623021448,1.46555E-05,0.949602244,0.000285,0.470326238,1.46555E-05,0.873457902,0.0367,0.801052354,1.46555E-05,0.996239389,0.00022,0.004494051,1.46555E-05,0.001430435,0.00584,0.953485589,1.46555E-05,0.998313334,0.000875,0.94110601,1.46555E-05,0.994084923,2.20E-02,9.60E-01,0.02195,0.955207223,0.02195,0.954095791,0.02195,0.956134836,0.02195,0.957823421,0.02195,0.956950233,0.02195,0.957728615,0.02195,0.960869222,8.75E-04,1.51E-01
0.000265,0.014229146,1.59956E-05,0.458492727,0.000265,0.040057045,1.59956E-05,0.602669796,0.00039,0.905901442,1.59956E-05,0.981492774,0.0088,0.399879316,1.59956E-05,0.973268725,0.0088,0.837788652,1.59956E-05,0.993257124,0.00088,0.617517843,1.59956E-05,0.947310591,0.000295,0.46143764,1.59956E-05,0.867750538,0.0395,0.814870112,1.59956E-05,0.99606812,0.000225,0.026234953,1.59956E-05,0.000863391,0.00635,0.943551294,1.59956E-05,0.998236518,0.00095,0.937329578,1.59956E-05,0.993815538,2.36E-02,9.63E-01,0.0236,0.958762305,0.0236,0.9579833,0.0236,0.960329517,0.0236,0.960439343,0.0236,0.959221036,0.0236,0.960016216,0.0236,0.962215668,9.50E-04,1.56E-01
0.000275,0.013815168,1.74582E-05,0.438385546,0.000275,0.023932374,1.74582E-05,0.586309219,0.000405,0.898602451,1.74582E-05,0.980650081,0.0092,0.388144699,1.74582E-05,0.972051849,0.0092,0.835887532,1.74582E-05,0.992950041,0.00092,0.607732618,1.74582E-05,0.94491508,0.0003,0.462247123,1.74582E-05,0.861791063,0.0426,0.783824111,1.74582E-05,0.995889051,0.000235,0.017798716,1.74582E-05,0.000499136,0.00691,0.937264581,1.74582E-05,0.998156204,0.001035,0.932912664,1.74582E-05,0.993533885,2.54E-02,9.73E-01,0.0254,0.969841369,0.0254,0.965341121,0.0254,0.968668395,0.0254,0.963938241,0.0254,0.963692068,0.0254,0.965095268,0.0254,0.967083588,1.04E-03,1.39E-01
0.00028,0.012080697,1.90546E-05,0.417924466,0.00028,0.040057045,1.90546E-05,0.569432716,0.00042,0.905293394,1.90546E-05,0.979769035,0.0095,0.379746085,1.90546E-05,0.970779631,0.0095,0.831638645,1.90546E-05,0.992628974,0.00095,0.604887534,1.90546E-05,0.942411053,0.00031,0.449397558,1.90546E-05,0.855569088,0.0458,0.763538019,1.90546E-05,0.995701827,0.00024,0.011523065,1.90546E-05,0.000275304,0.00751,0.946834118,1.90546E-05,0.998072231,0.00112,0.932096955,1.90546E-05,0.993239405,2.74E-02,9.69E-01,0.02735,0.964712521,0.02735,0.967711553,0.02735,0.971490856,0.02735,0.969364009,0.02735,0.968578237,0.02735,0.969016042,0.02735,0.970471897,1.12E-03,1.49E-01
0.00029,0.012807653,2.0797E-05,0.397154759,0.00029,0.040057045,2.0797E-05,0.552045473,0.00044,0.900215047,2.0797E-05,0.978847893,0.0099,0.372422558,2.0797E-05,0.96944956,0.0099,0.828070364,2.0797E-05,0.992293285,0.00099,0.597341064,2.0797E-05,0.939793649,0.000315,0.457256619,2.0797E-05,0.849073902,0.0493,0.794841755,2.0797E-05,0.995506077,0.000245,0.00610383,2.0797E-05,0.000144259,0.00817,0.944162801,2.0797E-05,0.997984435,0.001215,0.932048616,2.0797E-05,0.992931515,2.94E-02,9.70E-01,0.0294,0.967370995,0.0294,0.964190671,0.0294,0.968136029,0.0294,0.96525858,0.0294,0.964426861,0.0294,0.966334627,0.0294,0.968173568,1.22E-03,1.19E-01
0.000295,0.006671542,2.26986E-05,0.376128678,0.000295,0.023932374,2.26986E-05,0.534156132,0.000455,0.901397295,2.26986E-05,0.977884834,0.0102,0.364994352,2.26986E-05,0.968059015,0.0102,0.824508628,2.26986E-05,0.99194231,0.00102,0.587443902,2.26986E-05,0.937057799,0.000325,0.43677787,2.26986E-05,0.842294475,0.0531,0.755460345,2.26986E-05,0.995301412,0.00025,0.011796692,2.26986E-05,7.14812E-05,0.00888,0.93031272,2.26986E-05,0.99789264,0.00132,0.928163424,2.26986E-05,0.992609604,3.17E-02,9.60E-01,0.03165,0.956179071,0.03165,0.958179255,0.03165,0.961114298,0.03165,0.963084147,0.03165,0.962405141,0.03165,0.963705334,0.03165,0.966792598,1.32E-03,1.25E-01
0.000305,0.005041812,2.47742E-05,0.354905755,0.000305,0.040057045,2.47742E-05,0.515777211,0.000475,0.895853543,2.47742E-05,0.976877953,0.0106,0.355160942,2.47742E-05,0.966605256,0.0106,0.82377403,2.47742E-05,0.991575353,0.00106,0.576483332,2.47742E-05,0.934198216,0.000335,0.438280915,2.47742E-05,0.835219473,0.0572,0.752097811,2.47742E-05,0.995087426,0.00026,0.000553113,2.47742E-05,3.33243E-05,0.00966,0.93862706,2.47742E-05,0.997796664,0.001435,0.925226871,2.47742E-05,0.992273033,3.41E-02,9.65E-01,0.03405,0.965941438,0.03405,0.964152744,0.03405,0.964464536,0.03405,0.961945354,0.03405,0.960537022,0.03405,0.961603058,0.03405,0.963803784,1.44E-03,1.13E-01
0.000315,0.012568244,2.70396E-05,0.333553002,0.000315,0.023932374,2.70396E-05,0.496925565,0.00049,0.885844326,2.70396E-05,0.975825259,0.011,0.346335122,2.70396E-05,0.965085421,0.011,0.819276459,2.70396E-05,0.991191685,0.0011,0.579263119,2.70396E-05,0.931209385,0.00034,0.430461149,2.70396E-05,0.827837264,0.0616,0.748992012,2.70396E-05,0.994863695,0.000265,-0.017367673,2.70396E-05,1.4536E-05,0.0105,0.939635509,2.70396E-05,0.997696317,0.001555,0.927861309,2.70396E-05,0.991921136,3.67E-02,9.70E-01,0.03665,0.967427425,0.03665,0.966282973,0.03665,0.966571055,0.03665,0.962003119,0.03665,0.96089404,0.03665,0.962494933,0.03665,0.964721143,1.56E-03,9.46E-02
0.00032,0.019166964,2.95121E-05,0.31214498,0.00032,0.023932374,2.95121E-05,0.477622842,0.00051,0.899600955,2.95121E-05,0.974724673,0.0115,0.336692883,2.95121E-05,0.963496518,0.0115,0.815752353,2.95121E-05,0.990790546,0.00115,0.56663281,2.95121E-05,0.92808556,0.00035,0.42362966,2.95121E-05,0.820135941,0.0663,0.7287259,2.95121E-05,0.994629775,0.000275,-0.009819835,2.95121E-05,5.90E-06,0.01142,0.945675474,2.95121E-05,0.9975914,0.00169,0.915770686,2.95121E-05,0.991553215,3.95E-02,9.63E-01,0.03945,0.964298702,0.03945,0.965840492,0.03945,0.966034099,0.03945,0.966285969,0.03945,0.965381677,0.03945,0.966780564,0.03945,0.969593995,1.69E-03,1.13E-01
