a,b
0.0016926,1.041392685
0.002950625,1.755874856
0.00365476,2.195899652
0.004273636,2.92788341
0.0016926,1.041392685
0.002158683,1.278753601
0.002569488,1.51851394
0.003046904,1.770852012
0.003634484,2.206825876
0.004369346,2.818225894
0.005306967,4.012837225
0.002012621,1.397940009
0.002370675,1.643452676
0.002578586,1.755874856
0.002988962,1.982271233
0.003292274,2.235528447
0.003579324,2.472756449
0.004684269,2.689308859
0.004954854,2.919601024
