x0GPA,y0GPA,x025GPA,y025GPA,x07GPA,y07GPA,x1GPA,y1GPA,x13GPA,y13GPA,x17GPA,y17GPA,x25GPA,y25GPA,x3GPA,y3GPA,xmod,ymod,xmodtgp,ymodtgp
188.38,15.000531404938316,273.15,4.729466907926412,210.57,15.000531404938316,273.15,7.231003123689142,227.81,15.000531404938316,295.65,6.748936248776532,295.65,8.43399883856115,295.65,9.558821546690572,0.895508146,0.574327712,1.0,1.0
273.15,3.9216791715863635,295.65,3.69150309617764,273.15,6.19303931194037,295.65,5.320107403314834,273.15,8.360168776637597,323.15,5.146389610553533,323.15,6.288584097959086,323.15,7.009512937918484,0.827356841,0.418690136,0.834010617,0.632037096
295.65,3.05309020777986,323.15,2.8098852979140387,295.65,4.694723349374152,323.15,4.104082853985729,295.65,5.932462622798419,348.15,4.22568530891864,348.15,5.220219672477087,348.15,5.845603726417769,0.75694894,0.330708966,0.770539489,0.497499669
323.15,2.2583313058969092,348.15,2.1975300784304537,323.15,3.6220159790731197,348.15,3.3223527865598763,323.15,4.560092059984144,398.15,2.775141739361779,398.15,3.4613270207689166,398.15,3.8825926682150707,0.702593853,0.27669521,0.704966734,0.421446311
348.15,1.7111202586988121,398.15,1.2941975560716903,348.15,2.9054300839327545,398.15,2.1323859061449664,348.15,3.7175607650918354,238.58,15.000531404938316,258.72,15.000531404938316,270.52,15.000531404938316,0.614361547,0.193447205,0.654344392,0.374755326
398.15,0.9076754671777961,196.6,15.000531404938316,398.15,1.82837976881269,219.36,15.000531404938316,398.15,2.4190202642011127,,,,,,,,,0.572171292,0.302793447
